"","lon","lat"
"202",-83.0457538,42.331427
"203",-118.2436849,34.0522342
"204",-118.2436849,34.0522342
"205",-118.2436849,34.0522342
"206",-118.2436849,34.0522342
"207",-118.2436849,34.0522342
"208",-118.2436849,34.0522342
"209",-118.2436849,34.0522342
"210",-118.2436849,34.0522342
"211",-106.4850217,31.7618778
"212",-118.2436849,34.0522342
"213",-118.2436849,34.0522342
"214",-118.2436849,34.0522342
"215",-118.2436849,34.0522342
"216",-118.2436849,34.0522342
"217",-118.2436849,34.0522342
"218",-118.2436849,34.0522342
"219",-118.2436849,34.0522342
"220",-96.7969879,32.7766642
"221",-149.4936733,64.2008413
"222",-118.2436849,34.0522342
"223",-118.2436849,34.0522342
"224",-87.5710898,37.9715592
"225",-118.2436849,34.0522342
"226",-118.2436849,34.0522342
"227",-118.2436849,34.0522342
"228",-118.2436849,34.0522342
"229",-118.2436849,34.0522342
"230",-122.3320708,47.6062095
"231",-118.2436849,34.0522342
"232",-118.2436849,34.0522342
"233",-103.6179745,48.1469683
"234",-118.2436849,34.0522342
"235",-118.2436849,34.0522342
"236",-98.4936282,29.4241219
"237",-94.5785667,39.0997265
"238",-74.0059728,40.7127753
"239",-118.2436849,34.0522342
"240",-118.2436849,34.0522342
"241",-95.3698028,29.7604267
"242",-97.1466695,31.549333
"243",-118.2436849,34.0522342
"244",-118.2436849,34.0522342
"245",-94.5785667,39.0997265
"246",-97.3307658,32.7554883
"247",-94.5785667,39.0997265
"248",-74.0059728,40.7127753
"249",-100.4370375,31.4637723
"250",-118.2436849,34.0522342
"251",-90.1994042,38.6270025
"252",-118.2436849,34.0522342
"253",-92.2895948,34.7464809
"254",-92.2895948,34.7464809
"255",-87.6297982,41.8781136
"256",-118.2436849,34.0522342
"257",-98.4842465,39.011902
"258",-92.2895948,34.7464809
"259",-96.7969879,32.7766642
"260",-118.2436849,34.0522342
"261",-97.5164276,35.4675602
"262",-118.2436849,34.0522342
"263",-96.7969879,32.7766642
"264",-118.2436849,34.0522342
"265",-118.2436849,34.0522342
"266",-87.6297982,41.8781136
"267",-118.2436849,34.0522342
"268",-118.2436849,34.0522342
"269",-118.2436849,34.0522342
"270",-118.1445155,34.1477849
"271",-117.1610838,32.715738
"272",-117.1610838,32.715738
"273",-118.2436849,34.0522342
"274",-82.9987942,39.9611755
"275",-118.2436849,34.0522342
"276",-87.6297982,41.8781136
"277",-118.2436849,34.0522342
"278",-118.2436849,34.0522342
"279",-118.4911912,34.0194543
"280",-118.2436849,34.0522342
"281",-104.990251,39.7392358
"282",-118.2436849,34.0522342
"283",-118.2436849,34.0522342
"284",-118.2436849,34.0522342
"285",-104.990251,39.7392358
"286",-84.1052256,40.742551
"287",-118.2436849,34.0522342
"288",-118.2436849,34.0522342
"289",-118.2436849,34.0522342
"290",-87.6297982,41.8781136
"291",-87.6297982,41.8781136
"292",-118.2436849,34.0522342
"293",-84.3879824,33.7489954
"294",-118.2436849,34.0522342
"295",-118.2436849,34.0522342
"296",-118.2436849,34.0522342
"297",-118.2436849,34.0522342
"298",-90.0715323,29.9510658
"299",-118.2436849,34.0522342
"300",-118.2436849,34.0522342
"301",-118.1445155,34.1477849
"302",-118.2436849,34.0522342
"303",-118.2436849,34.0522342
"304",-87.6297982,41.8781136
"305",-98.4936282,29.4241219
"306",-74.0059728,40.7127753
"307",-118.2436849,34.0522342
"308",-118.2436849,34.0522342
"309",-94.7976958,29.3013479
"310",-95.3698028,29.7604267
"311",-91.8318334,35.20105
"312",-93.7501789,32.5251516
"313",-95.3698028,29.7604267
"314",-87.6297982,41.8781136
"315",-118.2436849,34.0522342
"316",-118.2436849,34.0522342
"317",-84.7999382,34.1650972
"318",-118.2436849,34.0522342
"319",-118.2436849,34.0522342
"320",-83.0457538,42.331427
"321",-118.2436849,34.0522342
"322",-97.3307658,32.7554883
"323",-118.2436849,34.0522342
"324",-122.3320708,47.6062095
"325",-90.0715323,29.9510658
"326",-90.0715323,29.9510658
"327",-80.8431267,35.2270869
"328",-118.2436849,34.0522342
"329",-118.2436849,34.0522342
"330",-118.2436849,34.0522342
"331",-118.2436849,34.0522342
"332",-97.092877,35.0077519
"333",-118.2436849,34.0522342
"334",-118.2436849,34.0522342
"335",-74.0120817,40.2203907
"336",-92.2895948,34.7464809
"337",-94.5785667,39.0997265
"338",-118.2436849,34.0522342
"339",-118.2436849,34.0522342
"340",-94.7976958,29.3013479
"341",-118.2436849,34.0522342
"342",-74.0059728,40.7127753
"343",-105.7820674,39.5500507
"344",-97.7430608,30.267153
"345",-97.3717118,37.2653004
"346",-118.2436849,34.0522342
"347",-118.2436849,34.0522342
"348",-105.7820674,39.5500507
"349",-118.2436849,34.0522342
"350",-118.2436849,34.0522342
"351",-118.2436849,34.0522342
"352",-118.2436849,34.0522342
"353",-95.6751576,39.0473451
"354",-94.3674184,32.5448714
"355",-118.2436849,34.0522342
"356",-94.5785667,39.0997265
"357",-118.2436849,34.0522342
"358",-98.4936282,29.4241219
"359",-118.2436849,34.0522342
"360",-118.2436849,34.0522342
"361",-118.2436849,34.0522342
"362",-92.0031955,34.2284312
"363",-118.2436849,34.0522342
"364",-118.2436849,34.0522342
"365",-118.2436849,34.0522342
"366",-90.1994042,38.6270025
"367",-90.0715323,29.9510658
"368",-85.3096801,35.0456297
"369",-87.6297982,41.8781136
"370",-104.8213634,38.8338816
"371",NA,NA
"372",-87.6297982,41.8781136
"373",-90.0715323,29.9510658
"374",-94.5785667,39.0997265
"375",-118.2436849,34.0522342
"376",-104.990251,39.7392358
"377",-87.6297982,41.8781136
"378",-118.4911912,34.0194543
"379",-96.7969879,32.7766642
"380",-90.0715323,29.9510658
"381",-118.2436849,34.0522342
"382",-95.3698028,29.7604267
"383",-118.2436849,34.0522342
"384",-118.2436849,34.0522342
"385",-95.3698028,29.7604267
"386",-95.3698028,29.7604267
"387",-122.3320708,47.6062095
"388",-122.3320708,47.6062095
"389",-98.4936282,29.4241219
"390",-97.1466695,31.549333
"391",-98.4936282,29.4241219
"392",-118.2436849,34.0522342
"393",-80.5772928,40.6186756
"394",-118.2436849,34.0522342
"395",-118.2436849,34.0522342
"396",-93.0899578,44.9537029
"397",-118.2436849,34.0522342
"398",-118.2436849,34.0522342
"399",-118.2436849,34.0522342
"400",-76.6121893,39.2903848
"401",-118.2436849,34.0522342
"402",-118.2436849,34.0522342
"403",-118.2436849,34.0522342
"404",-86.4061892,45.8666227
"405",-95.3698028,29.7604267
"406",-94.6267873,39.1155314
"407",-94.7976958,29.3013479
"408",-94.7976958,29.3013479
"409",-87.6297982,41.8781136
"410",-118.2436849,34.0522342
"411",-118.2436849,34.0522342
"412",-118.2436849,34.0522342
"413",-122.2711137,37.8043637
"414",-118.2436849,34.0522342
"415",-118.2436849,34.0522342
"416",-118.2436849,34.0522342
"417",-118.2436849,34.0522342
"418",-118.2436849,34.0522342
"419",-94.5785667,39.0997265
"420",-77.0368707,38.9071923
"421",-92.2895948,34.7464809
"422",-87.6297982,41.8781136
"423",-95.3698028,29.7604267
"424",-86.158068,39.768403
"425",-86.158068,39.768403
"426",-118.2436849,34.0522342
"427",-90.0489801,35.1495343
"428",-118.2436849,34.0522342
"429",-96.7969879,32.7766642
"430",-73.9441579,40.6781784
"431",-118.2436849,34.0522342
"432",-98.4936282,29.4241219
"433",-94.5785667,39.0997265
"434",-118.2436849,34.0522342
"435",-94.5785667,39.0997265
"436",-87.6297982,41.8781136
"437",-118.2436849,34.0522342
"438",-95.2419192,38.2805772
"439",-84.5120196,39.1031182
"440",-90.0715323,29.9510658
"441",-87.6297982,41.8781136
"442",-118.2436849,34.0522342
"443",-96.7969879,32.7766642
"444",-118.2436849,34.0522342
"445",-95.3698028,29.7604267
"446",-118.2436849,34.0522342
"447",-118.2436849,34.0522342
"448",-118.2436849,34.0522342
"449",-118.2436849,34.0522342
"450",-87.6297982,41.8781136
"451",-101.8312969,35.2219971
"452",-81.6943605,41.49932
"453",-97.7430608,30.267153
"454",-86.158068,39.768403
"455",-118.2436849,34.0522342
"456",-118.2436849,34.0522342
"457",-118.2436849,34.0522342
"458",-81.6943605,41.49932
"459",-118.2436849,34.0522342
"460",-118.2436849,34.0522342
"461",-86.158068,39.768403
"462",-122.3320708,47.6062095
"463",-118.2436849,34.0522342
"464",-120.5478474,46.9965144
"465",-118.2436849,34.0522342
"466",-77.0368707,38.9071923
"467",-104.990251,39.7392358
"468",-97.9647269,29.5688411
"469",-93.7501789,32.5251516
"470",-74.0059728,40.7127753
"471",-74.0059728,40.7127753
"472",-118.2436849,34.0522342
"473",-74.0059728,40.7127753
"474",-118.2436849,34.0522342
"475",-79.9958864,40.4406248
"476",-118.2436849,34.0522342
"477",-118.2436849,34.0522342
"478",-95.992775,36.1539816
"479",-118.2436849,34.0522342
"480",-118.2436849,34.0522342
"481",-87.6297982,41.8781136
"482",-93.7501789,32.5251516
"483",-118.2436849,34.0522342
"484",-118.2436849,34.0522342
"485",-118.2436849,34.0522342
"486",-118.2436849,34.0522342
"487",-118.2436849,34.0522342
"488",-118.2436849,34.0522342
"489",-118.2436849,34.0522342
"490",-118.2436849,34.0522342
"491",-118.2436849,34.0522342
"492",-95.3698028,29.7604267
"493",-118.2436849,34.0522342
"494",-97.7430608,30.267153
"495",-93.7501789,32.5251516
"496",-94.1265562,30.080174
"497",-118.2436849,34.0522342
"498",-118.2436849,34.0522342
"499",-118.2436849,34.0522342
"500",-118.1445155,34.1477849
"501",-118.2436849,34.0522342
"502",-118.2436849,34.0522342
"503",-90.3162087,34.8173207
"504",-118.2436849,34.0522342
"505",-118.2436849,34.0522342
"506",-118.2436849,34.0522342
"507",-80.1917902,25.7616798
"508",-118.2436849,34.0522342
"509",-89.3856281,36.0345159
"510",-94.5785667,39.0997265
"511",-118.2436849,34.0522342
"512",-94.8791294,38.5722353
"513",-118.2436849,34.0522342
"514",-90.0489801,35.1495343
"515",-118.2436849,34.0522342
"516",-90.1994042,38.6270025
"517",-87.6297982,41.8781136
"518",-118.2436849,34.0522342
"519",-79.3831843,43.653226
"520",-118.2436849,34.0522342
"521",-122.4194155,37.7749295
"522",-118.2436849,34.0522342
"523",-90.0715323,29.9510658
"524",-118.2436849,34.0522342
"525",-118.2436849,34.0522342
"526",-118.2436849,34.0522342
"527",-118.2436849,34.0522342
"528",-118.2436849,34.0522342
"529",-87.6297982,41.8781136
"530",-90.0715323,29.9510658
"531",-118.2436849,34.0522342
"532",-87.6297982,41.8781136
"533",-87.6297982,41.8781136
"534",-118.2436849,34.0522342
"535",-118.2436849,34.0522342
"536",-117.2897652,34.1083449
"537",-90.1994042,38.6270025
"538",-86.8103567,33.5185892
"539",-95.992775,36.1539816
"540",-118.2436849,34.0522342
"541",-118.2436849,34.0522342
"542",-92.2895948,34.7464809
"543",-118.2436849,34.0522342
"544",-118.2436849,34.0522342
"545",-117.7499909,34.055103
"546",-118.4911912,34.0194543
"547",-92.2895948,34.7464809
"548",-87.6297982,41.8781136
"549",-118.2436849,34.0522342
"550",-87.6297982,41.8781136
"551",-87.6297982,41.8781136
"552",-94.5785667,39.0997265
"553",-106.4850217,31.7618778
"554",-95.3698028,29.7604267
"555",-118.2436849,34.0522342
"556",-95.6751576,39.0473451
"557",-122.3320708,47.6062095
"558",-118.2436849,34.0522342
"559",-94.7976958,29.3013479
"560",-89.3985283,40.6331249
"561",-94.5785667,39.0997265
"562",-83.0457538,42.331427
"563",-83.0457538,42.331427
"564",-83.0457538,42.331427
"565",-118.2436849,34.0522342
"566",-118.2436849,34.0522342
"567",-118.2436849,34.0522342
"568",-119.7871247,36.7377981
"569",-95.3698028,29.7604267
"570",-96.7969879,32.7766642
"571",-90.0715323,29.9510658
"572",-96.7969879,32.7766642
"573",-96.7969879,32.7766642
"574",-118.2436849,34.0522342
"575",-97.3307658,32.7554883
"576",-74.0059728,40.7127753
"577",-118.2436849,34.0522342
"578",-118.0019482,34.1442616
"579",-74.0120817,40.2203907
"580",-118.2436849,34.0522342
"581",-98.4936282,29.4241219
"582",-118.1445155,34.1477849
"583",-118.2436849,34.0522342
"584",-91.1871466,30.4514677
"585",-97.1466695,31.549333
"586",-118.2436849,34.0522342
"587",-118.2436849,34.0522342
"588",-118.2436849,34.0522342
"589",-118.2436849,34.0522342
"590",-95.9345034,41.2565369
"591",-118.2436849,34.0522342
"592",-90.0489801,35.1495343
"593",-118.2436849,34.0522342
"594",-118.2436849,34.0522342
"595",-118.2436849,34.0522342
"596",-94.7082951,37.8397626
"597",-118.2436849,34.0522342
"598",-118.2436849,34.0522342
"599",-118.2436849,34.0522342
"600",-92.8343294,33.5845581
"601",-118.2436849,34.0522342
"602",-83.0457538,42.331427
"603",-119.6981901,34.4208305
"604",-118.2436849,34.0522342
"605",-118.2436849,34.0522342
"606",-118.2436849,34.0522342
"607",-94.513281,37.0842271
"608",-99.9018131,31.9685988
"609",-118.2436849,34.0522342
"610",-87.6297982,41.8781136
"611",-87.6297982,41.8781136
"612",-118.1445155,34.1477849
"613",-118.2436849,34.0522342
"614",-98.4936282,29.4241219
"615",-118.2436849,34.0522342
"616",-118.2436849,34.0522342
"617",-104.6091409,38.2544472
"618",-118.1445155,34.1477849
"619",-96.7969879,32.7766642
"620",-118.2436849,34.0522342
"621",-118.2436849,34.0522342
"622",-118.2436849,34.0522342
"623",-118.2436849,34.0522342
"624",-92.2895948,34.7464809
"625",-83.0457538,42.331427
"626",-83.0457538,42.331427
"627",-94.513281,37.0842271
"628",-95.992775,36.1539816
"629",-85.6680863,42.9633599
"630",-118.2436849,34.0522342
"631",-122.4194155,37.7749295
"632",-107.2902839,43.0759678
"633",-90.0715323,29.9510658
"634",-95.3698028,29.7604267
"635",-87.6297982,41.8781136
"636",-84.3879824,33.7489954
"637",-95.992775,36.1539816
"638",-118.1445155,34.1477849
"639",-74.4056612,40.0583238
"640",-96.7969879,32.7766642
"641",-118.2436849,34.0522342
"642",-98.4936282,29.4241219
"643",-96.7969879,32.7766642
"644",-87.6297982,41.8781136
"645",-87.6297982,41.8781136
"646",-118.2436849,34.0522342
"647",-118.2436849,34.0522342
"648",-82.3337376,32.5973856
"649",-119.7871247,36.7377981
"650",-118.2436849,34.0522342
"651",-87.6876969,42.0450722
"652",-87.6297982,41.8781136
"653",-118.2436849,34.0522342
"654",-118.2436849,34.0522342
"655",-75.1652215,39.9525839
"656",-88.0817251,41.525031
"657",-104.990251,39.7392358
"658",-118.2436849,34.0522342
"659",-96.7969879,32.7766642
"660",-118.2436849,34.0522342
"661",-96.7969879,32.7766642
"662",-96.7969879,32.7766642
"663",-87.6297982,41.8781136
"664",-81.5157535,27.6648274
"665",-95.2352501,38.9716689
"666",-84.3879824,33.7489954
"667",-118.2436849,34.0522342
"668",-118.2436849,34.0522342
"669",-79.9958864,40.4406248
"670",-90.0715323,29.9510658
"671",-91.1871466,30.4514677
"672",-86.8103567,33.5185892
"673",-86.902298,32.3182314
"674",-118.2436849,34.0522342
"675",-118.2436849,34.0522342
"676",-97.3307658,32.7554883
"677",-96.7969879,32.7766642
"678",-118.2436849,34.0522342
"679",-74.4056612,40.0583238
"680",-77.6088465,43.1565779
"681",-118.2436849,34.0522342
"682",-118.2436849,34.0522342
"683",-81.6943605,41.49932
"684",-118.2436849,34.0522342
"685",-118.2436849,34.0522342
"686",-118.2436849,34.0522342
"687",-99.9018131,31.9685988
"688",-85.1393513,41.079273
"689",-118.2436849,34.0522342
"690",-118.2436849,34.0522342
"691",-104.990251,39.7392358
"692",-87.6297982,41.8781136
"693",-90.0715323,29.9510658
"694",-118.2436849,34.0522342
"695",-118.2436849,34.0522342
"696",-87.9064736,43.0389025
"697",-94.5785667,39.0997265
"698",-118.2436849,34.0522342
"699",-118.2436849,34.0522342
"700",-122.3320708,47.6062095
"701",-80.6495194,41.0997803
"702",-97.3307658,32.7554883
"703",-122.3320708,47.6062095
"704",-71.0588801,42.3600825
"705",-99.9018131,31.9685988
"706",-99.9018131,31.9685988
"707",-118.2436849,34.0522342
"708",-118.2436849,34.0522342
"709",-87.6297982,41.8781136
"710",-90.0715323,29.9510658
"711",-95.3698028,29.7604267
"712",-87.6297982,41.8781136
"713",-118.2436849,34.0522342
"714",-118.1937395,33.7700504
"715",-118.2436849,34.0522342
"716",-87.6297982,41.8781136
"717",-90.0715323,29.9510658
"718",-97.9297743,38.0608445
"719",-118.2436849,34.0522342
"720",-99.9018131,31.9685988
"721",-89.3985283,40.6331249
"722",-118.2436849,34.0522342
"723",-96.7969879,32.7766642
"724",-97.092877,35.0077519
"725",-118.2436849,34.0522342
"726",-118.2436849,34.0522342
"727",-118.2436849,34.0522342
"728",-118.2436849,34.0522342
"729",-118.2436849,34.0522342
"730",-118.2436849,34.0522342
"731",-118.2436849,34.0522342
"732",-118.2436849,34.0522342
"733",-118.2436849,34.0522342
"734",-86.8103567,33.5185892
"735",-118.2436849,34.0522342
"736",-83.0457538,42.331427
"737",-87.6297982,41.8781136
"738",-118.2436849,34.0522342
"739",-118.2436849,34.0522342
"740",-118.2436849,34.0522342
"741",-118.2436849,34.0522342
"742",-99.9018131,31.9685988
"743",-122.4194155,37.7749295
"744",-97.092877,35.0077519
"745",-75.1652215,39.9525839
"746",NA,NA
"747",-92.2895948,34.7464809
"748",-95.9345034,41.2565369
"749",-95.3698028,29.7604267
"750",-83.0457538,42.331427
"751",-118.2436849,34.0522342
"752",-92.2895948,34.7464809
"753",-118.2436849,34.0522342
"754",-95.6751576,39.0473451
"755",-94.6267873,39.1155314
"756",-118.2436849,34.0522342
"757",-118.2436849,34.0522342
"758",-98.4936282,29.4241219
"759",-118.2436849,34.0522342
"760",-118.2436849,34.0522342
"761",-118.2436849,34.0522342
"762",-82.9987942,39.9611755
"763",-82.9987942,39.9611755
"764",-87.6297982,41.8781136
"765",-104.8213634,38.8338816
"766",-118.2436849,34.0522342
"767",-118.2436849,34.0522342
"768",-98.4936282,29.4241219
"769",-95.6751576,39.0473451
"770",-97.1466695,31.549333
"771",-93.6249593,41.5868353
"772",-95.3698028,29.7604267
"773",-87.6297982,41.8781136
"774",-94.513281,37.0842271
"775",-118.2436849,34.0522342
"776",-94.6267873,39.1155314
"777",-89.6662063,37.3822732
"778",-82.9987942,39.9611755
"779",-90.0715323,29.9510658
"780",-118.2436849,34.0522342
"781",-118.2436849,34.0522342
"782",-95.3698028,29.7604267
"783",-118.2436849,34.0522342
"784",-118.2436849,34.0522342
"785",-98.4933873,33.9137085
"786",-118.2436849,34.0522342
"787",-118.2436849,34.0522342
"788",-104.990251,39.7392358
"789",-90.0715323,29.9510658
"790",-118.2436849,34.0522342
"791",-82.9987942,39.9611755
"792",-94.5785667,39.0997265
"793",-118.2436849,34.0522342
"794",-93.939947,29.8849504
"795",-94.1265562,30.080174
"796",-118.2436849,34.0522342
"797",-87.6297982,41.8781136
"798",-118.2436849,34.0522342
"799",-95.3698028,29.7604267
"800",-118.2436849,34.0522342
"801",-96.7969879,32.7766642
"802",-118.2436849,34.0522342
"803",-118.2436849,34.0522342
"804",-95.9345034,41.2565369
"805",-97.7430608,30.267153
"806",-92.2895948,34.7464809
"807",-104.8213634,38.8338816
"808",-118.2436849,34.0522342
"809",-95.9808179,36.7473114
"810",-118.2436849,34.0522342
"811",-118.2436849,34.0522342
"812",-96.7969879,32.7766642
"813",-82.9987942,39.9611755
"814",-118.2436849,34.0522342
"815",-118.2436849,34.0522342
"816",-98.4936282,29.4241219
"817",-118.2436849,34.0522342
"818",-104.990251,39.7392358
"819",-118.2436849,34.0522342
"820",-97.092877,35.0077519
"821",-118.2436849,34.0522342
"822",-95.6751576,39.0473451
"823",-118.2436849,34.0522342
"824",-74.0059728,40.7127753
"825",-118.2436849,34.0522342
"826",-74.0059728,40.7127753
"827",-84.5555347,42.732535
"828",-83.0457538,42.331427
"829",-83.0457538,42.331427
"830",-74.4056612,40.0583238
"831",-96.7969879,32.7766642
"832",-96.9605608,33.396503
"833",-77.0368707,38.9071923
"834",-118.2436849,34.0522342
"835",-86.3077368,32.3792233
"836",-122.3320708,47.6062095
"837",-81.091203,32.0808989
"838",-118.2436849,34.0522342
"839",-98.4842465,39.011902
"840",-97.3307658,32.7554883
"841",-118.2436849,34.0522342
"842",-118.2436849,34.0522342
"843",-118.2436849,34.0522342
"844",-118.2436849,34.0522342
"845",-99.9018131,31.9685988
"846",-118.2436849,34.0522342
"847",-81.6943605,41.49932
"848",-118.1445155,34.1477849
"849",-118.2436849,34.0522342
"850",-118.2436849,34.0522342
"851",-85.1410748,39.6411589
"852",-81.655651,30.3321838
"853",-118.2436849,34.0522342
"854",-87.8611531,41.1200325
"855",-94.5785667,39.0997265
"856",-94.5785667,39.0997265
"857",-88.3845913,40.4636204
"858",-97.7130543,28.8833119
"859",-118.2436849,34.0522342
"860",-118.2436849,34.0522342
"861",-118.2436849,34.0522342
"862",-93.7501789,32.5251516
"863",-118.2436849,34.0522342
"864",-96.7025955,40.813616
"865",-96.7969879,32.7766642
"866",-118.2436849,34.0522342
"867",-93.0537839,34.1209292
"868",-118.2436849,34.0522342
"869",-97.342782,31.0982344
"870",-97.342782,31.0982344
"871",-118.2436849,34.0522342
"872",-118.2436849,34.0522342
"873",-118.2436849,34.0522342
"874",-88.703656,32.3643098
"875",-118.2436849,34.0522342
"876",-96.8808582,35.7017314
"877",-104.8213634,38.8338816
"878",-93.939947,29.8849504
"879",-118.2436849,34.0522342
"880",-118.2436849,34.0522342
